0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.2781153,0.0
0.2781153,0.2861
0.2781153,0.14305
0.2781153,0.3218625
0.2781153,0.2861
0.2781153,0.2861
0.2781153,0.2503375
0.2781153,0.2861
0.2781153,0.2861
0.2781153,0.2861
0.2781153,0.2503375
0.2781153,0.3218625
0.2781153,0.2503375
0.2781153,0.3218625
0.2781153,0.2503375
0.2781153,0.2861
0.2781153,0.2503375
0.2781153,0.2861
0.2781153,0.2503375
0.2781153,0.3218625
0.5290067,0.2503375
0.5290067,0.5364376
0.5290067,0.4649126
0.5290067,0.5364376
0.5290067,0.5364376
0.5290067,0.5364376
0.5290067,0.5364376
0.5290067,0.5364376
0.5290067,0.5364376
0.5290067,0.500675
0.5290067,0.5722001
0.5290067,0.500675
0.5290067,0.5364376
0.5290067,0.500675
0.5290067,0.5722001
0.5290067,0.500675
0.5290067,0.5364376
0.5290067,0.5364376
0.5290067,0.5364376
0.5290067,0.500675
0.7281153,0.5364376
0.7281153,0.7510126
0.7281153,0.6794877
0.7281153,0.71525
0.7281153,0.7510126
0.7281153,0.71525
0.7281153,0.71525
0.7281153,0.7510126
0.7281153,0.71525
0.7281153,0.71525
0.7281153,0.7510126
0.7281153,0.71525
0.7281153,0.7510126
0.7281153,0.71525
0.7281153,0.7510126
0.7281153,0.71525
0.7281153,0.71525
0.7281153,0.7510126
0.7281153,0.71525
0.7281153,0.7510126
0.8559509,0.6794877
0.8559509,0.8225376
0.8559509,0.8583001
0.8559509,0.8583001
0.8559509,0.8940625
0.8559509,0.8583001
0.8559509,0.8583001
0.8559509,0.8583001
0.8559509,0.8225376
0.8559509,0.8940625
0.8559509,0.8583001
0.8559509,0.8225376
0.8559509,0.8583001
0.8559509,0.8583001
0.8559509,0.8940625
0.8559509,0.8225376
0.8559509,0.8940625
0.8559509,0.8225376
0.8559509,0.8583001
0.8559509,0.8583001
0.9,0.8583001
0.9,0.8940625
0.9,0.8940625
0.9,0.8940625
0.9,0.8940625
0.9,0.8940625
0.9,0.9298251
0.9,0.8940625
0.9,0.8940625
0.9,0.8940625
0.9,0.8940625
0.9,0.9298251
0.9,0.8940625
